killID,killmail_id,killmail_time,solar_system_id,zkb.locationID,zkb.hash,zkb.fittedValue,zkb.totalValue,zkb.points,zkb.npc,zkb.solo,zkb.awox,zkb.href,victim.alliance_id,victim.character_id,victim.corporation_id,victim.damage_taken,victim.position.x,victim.position.y,victim.position.z,victim.ship_type_id,attacker.alliance_id,attacker.character_id,attacker.corporation_id,attacker.damage_done,attacker.final_blow,attacker.security_status,attacker.ship_type_id,attacker.weapon_type_id,attacker.faction_id,victim.faction_id,war_id,moon_id
85934657,85934657,2020-07-27T07:00:47Z,30003611,50008267,6700572a01ab30ec0b7dfaf7f2243e1f901459ff,19544342.76,19544342.76,1,False,False,False,https://esi.evetech.net/v1/killmails/85934657/6700572a01ab30ec0b7dfaf7f2243e1f901459ff/,99003581.0,2116186210.0,98524084,424,-306381000000.0,58703841488.0,-87063295283.0,670,99009865.0,96218798.0,98228242.0,424,True,1.5,16229.0,3146.0,,,,
85934746,85934746,2020-07-27T07:10:54Z,30004026,50011235,183ed26df49bc69ffdb53fdca7335cbcd8a204c9,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85934746/183ed26df49bc69ffdb53fdca7335cbcd8a204c9/,99003214.0,1372680408.0,98536399,461,-6705530000000.0,-979878000000.0,-4918350000000.0,33328,1354830081.0,1299455473.0,211551078.0,461,True,5.0,34317.0,3033.0,,,,
85934740,85934740,2020-07-27T07:09:56Z,30004026,50011235,7afb230b68a72f13658015651e40e4f2b107a9cb,30775787.54,50136558.37,5,False,False,False,https://esi.evetech.net/v1/killmails/85934740/7afb230b68a72f13658015651e40e4f2b107a9cb/,99003214.0,1372680408.0,98536399,1444,-6705530000000.0,-979878000000.0,-4918350000000.0,12034,1354830081.0,1299455473.0,211551078.0,1444,True,5.0,34317.0,3033.0,,,,
85934671,85934671,2020-07-27T07:01:43Z,30002056,40131203,2a276a5162ddfd37a4b97da6ff7c2a4228a0937a,5006397.51,8654443.82,23,False,True,False,https://esi.evetech.net/v1/killmails/85934671/2a276a5162ddfd37a4b97da6ff7c2a4228a0937a/,,2115170930.0,98628652,4077,12372600000000.0,2032000000000.0,-5625340000000.0,32874,99005678.0,2117123884.0,98224639.0,4077,True,-1.0,16236.0,3041.0,500003.0,,,
85934664,85934664,2020-07-27T07:01:13Z,32000194,0,36d57a0b62fc8888a5889cc90b2f97bcb5298607,17800508.59,37438958.27,15,False,False,False,https://esi.evetech.net/v1/killmails/85934664/36d57a0b62fc8888a5889cc90b2f97bcb5298607/,99008701.0,2115544262.0,98367024,15359,-14959500000000.0,-14959800000000.0,-14959800000000.0,622,99001968.0,92259565.0,389326446.0,6805,True,-10.0,621.0,24486.0,,,,
85934727,85934727,2020-07-27T07:08:10Z,30002074,40132393,81a7aa94ef77711baa2feaa35a36bbc8cfa03dd5,6579966.67,6579966.67,1,False,False,False,https://esi.evetech.net/v1/killmails/85934727/81a7aa94ef77711baa2feaa35a36bbc8cfa03dd5/,99009480.0,95249284.0,98628281,49923,-259644448527.5786,119974116002.41173,26577456973.719173,33475,,93087770.0,1000046.0,49923,True,0.0,34828.0,2817.0,,,,
85934663,85934663,2020-07-27T07:01:06Z,30004838,50008888,018caf6127024c2cc6668ad6168605a54a062ac9,802380.06,802380.06,1,False,False,False,https://esi.evetech.net/v1/killmails/85934663/018caf6127024c2cc6668ad6168605a54a062ac9/,,2113200929.0,1000072,440,1750920466868.0327,-864225653659.5884,395246957318.7784,670,99007203.0,2114421119.0,355443127.0,440,True,1.1,11963.0,2488.0,,,,
85934672,85934672,2020-07-27T07:01:47Z,32000194,0,ec49966d3ddd877eb1c39e45d6e05e024ba11c5c,18900826.11,31684536.41,15,False,False,False,https://esi.evetech.net/v1/killmails/85934672/ec49966d3ddd877eb1c39e45d6e05e024ba11c5c/,99008701.0,90489394.0,98367024,16356,-14959513431574.012,-14959788688675.426,-14959788687684.266,626,99001968.0,92259565.0,389326446.0,8296,True,-10.0,621.0,24490.0,,,,
85934720,85934720,2020-07-27T07:07:19Z,32000025,0,99b54d66942cbfcfcd6149fcdac04109c12c5d14,17370752.76,55628009.41,22,False,False,False,https://esi.evetech.net/v1/killmails/85934720/99b54d66942cbfcfcd6149fcdac04109c12c5d14/,99001968.0,92259565.0,389326446,14052,-14959670693861.705,-14959788684646.27,-14959788715721.89,621,99009865.0,1834143203.0,98228242.0,4114,True,5.0,624.0,3512.0,,,,
85934725,85934725,2020-07-27T07:07:59Z,32000025,0,1be0c82299c2b3816fcc68ffdd66eb36dcc403ba,17370752.76,55626499.05,22,False,False,False,https://esi.evetech.net/v1/killmails/85934725/1be0c82299c2b3816fcc68ffdd66eb36dcc403ba/,99009203.0,1088938368.0,1448136910,13717,-14959670697881.492,-14959788686055.12,-14959788717862.436,621,99009865.0,91489099.0,98228242.0,7262,True,0.0,624.0,3025.0,,,,
85935145,85935145,2020-07-27T07:59:54Z,30004491,40284256,16a21f3559e2d9ad18e149fcfeaf033d489bef07,30526447.21,30526447.21,1,True,False,False,https://esi.evetech.net/v1/killmails/85935145/16a21f3559e2d9ad18e149fcfeaf033d489bef07/,99002367.0,97039271.0,98560158,49261,-968958905027.9548,-321717527312.2459,1042529659489.5984,40564,,,,49261,True,0.0,24130.0,,500011.0,,,
85935162,85935162,2020-07-27T08:01:54Z,30001361,50003465,6061a6b076204313a8251f5bfdd9317ffd1848d5,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935162/6061a6b076204313a8251f5bfdd9317ffd1848d5/,,2117276279.0,1000044,406,3456600531100.97,-2824990431964.9414,-6606990080129.652,670,99005381.0,2114067692.0,994783381.0,406,True,-10.0,3756.0,27405.0,,,,
85935142,85935142,2020-07-27T07:59:43Z,31001373,40422537,5d0682e49f963577639957d6dd3a54f2ed370505,816053.23,816053.23,1,False,False,False,https://esi.evetech.net/v1/killmails/85935142/5d0682e49f963577639957d6dd3a54f2ed370505/,,2116190060.0,98638181,5495,1868188875069.6064,420732764.530096,-2745249274812.105,648,,95879949.0,98575203.0,1864,True,4.1,29988.0,2446.0,,,,
85935150,85935150,2020-07-27T08:00:17Z,31001373,40422537,203086430d8796f55014069c8872c3137873581f,22356897.54,22356897.54,1,False,False,False,https://esi.evetech.net/v1/killmails/85935150/203086430d8796f55014069c8872c3137873581f/,,2116190060.0,98638181,455,1868188872874.7163,420731331.51522166,-2745249267298.143,670,,95879949.0,98575203.0,38,True,4.1,29988.0,2446.0,,,,
85935129,85935129,2020-07-27T07:57:58Z,30000267,40016873,0d0422edfd4e9899455dba189ca1fe92eaab904d,243134429.2,257952120.93,1,False,False,False,https://esi.evetech.net/v1/killmails/85935129/0d0422edfd4e9899455dba189ca1fe92eaab904d/,99003581.0,2114457779.0,1097611545,80824,-204381866908.7207,-18508680226.79333,180474359932.6149,12005,,2116742652.0,98648059.0,1131,True,0.0,49711.0,47919.0,,,,
85935135,85935135,2020-07-27T07:58:41Z,30004581,50011340,0a85d070903514aa5962f2bc580dc00fa8d08119,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935135/0a85d070903514aa5962f2bc580dc00fa8d08119/,499005583.0,617156664.0,439257738,461,-4887518707261.017,922779763412.506,-7346898259652.013,670,99005338.0,2114160082.0,98388312.0,461,True,-5.5,29340.0,24495.0,,,,
85935110,85935110,2020-07-27T07:56:50Z,30045353,40350285,055589e65aaf88cd9364e72d17431098334b7476,2286280.97,3418782.76,11,False,True,False,https://esi.evetech.net/v1/killmails/85935110/055589e65aaf88cd9364e72d17431098334b7476/,,2117281275.0,1000180,2992,-246746964826.0309,89098821176.25725,-109892072401.6664,32876,99001634.0,95568362.0,1126669495.0,2992,True,-3.5,17841.0,3074.0,500004.0,500001.0,,
85935121,85935121,2020-07-27T07:57:36Z,30045353,40350285,8d0106a1ab052cc18ca2b900c99ec89443bf563b,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935121/8d0106a1ab052cc18ca2b900c99ec89443bf563b/,,2117281275.0,1000180,406,-246746964593.53644,89098821003.40108,-109892072404.51128,670,99001634.0,95568362.0,1126669495.0,406,True,-3.5,17841.0,3074.0,500004.0,500001.0,,
85935151,85935151,2020-07-27T08:00:18Z,30001361,50003465,8e70d1e2a862819d2a7d40cd596aac839c07a5ed,437358.52,679659.1,1,False,False,False,https://esi.evetech.net/v1/killmails/85935151/8e70d1e2a862819d2a7d40cd596aac839c07a5ed/,,2117276279.0,1000044,880,3456600531062.47,-2824990432003.4414,-6606990080091.152,605,99005381.0,754303390.0,98386992.0,880,True,-4.1,47466.0,24509.0,,,,
85935079,85935079,2020-07-27T07:52:42Z,30001002,40063700,f410f5d655f700dff74bb5a9d0687bcca8566588,461424.05,16974349.26,6,False,True,False,https://esi.evetech.net/v1/killmails/85935079/f410f5d655f700dff74bb5a9d0687bcca8566588/,,96533755.0,1000049,4551,-754278688961.3247,1239876896403.1553,-185295172916.92587,32880,99001952.0,2112611896.0,98641698.0,4551,True,3.2,11198.0,2881.0,,,,
85935091,85935091,2020-07-27T07:54:11Z,30001002,40063700,c5c385e8a25b6c5b09cbd7bfbcffd6f368980720,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935091/c5c385e8a25b6c5b09cbd7bfbcffd6f368980720/,,96533755.0,1000049,434,-754278688916.2247,1239876896358.0552,-185295172871.82587,670,99001952.0,2112611896.0,98641698.0,434,True,3.2,11198.0,2881.0,,,,
85935097,85935097,2020-07-27T07:54:58Z,31000431,40373197,bdb254864db58effd0d060260bb26d8d736e3c01,44268030.42,44268030.42,1,False,False,False,https://esi.evetech.net/v1/killmails/85935097/bdb254864db58effd0d060260bb26d8d736e3c01/,,2116389392.0,98645271,428,1105271204900.6206,376075697787.2658,-130504463310.70744,670,99007101.0,2113555868.0,98389204.0,428,True,3.7,47270.0,47918.0,,,,
85935113,85935113,2020-07-27T07:57:08Z,30003756,50014035,b24608b104b0742cf7902edeb0a03b2b4f26b634,903404.21,903404.21,1,False,False,False,https://esi.evetech.net/v1/killmails/85935113/b24608b104b0742cf7902edeb0a03b2b4f26b634/,,2114428413.0,1000169,13012,-2230134736177.934,1599864044665.9302,113429658634.74615,12198,99009406.0,121222853.0,98634965.0,5749,True,3.1,24702.0,9451.0,,,,
85935113,85935113,2020-07-27T07:57:08Z,30003756,50014035,b24608b104b0742cf7902edeb0a03b2b4f26b634,903404.21,903404.21,1,False,False,False,https://esi.evetech.net/v1/killmails/85935113/b24608b104b0742cf7902edeb0a03b2b4f26b634/,,2114428413.0,1000169,13012,-2230134736177.934,1599864044665.9302,113429658634.74615,12198,99009406.0,121222853.0,98634965.0,5749,True,3.1,24702.0,9451.0,,,,
85935095,85935095,2020-07-27T07:54:45Z,31000431,40373197,bccec8fc21563410f996fcdc5e73f1b7421897c1,100402389.85,113882358.27,36,False,False,False,https://esi.evetech.net/v1/killmails/85935095/bccec8fc21563410f996fcdc5e73f1b7421897c1/,,2116389392.0,98645271,17469,1105271204460.6206,376075697347.2658,-130504463750.70744,47466,,1214335047.0,685333984.0,7086,True,3.6,29984.0,2629.0,,,,
85935098,85935098,2020-07-27T07:55:27Z,30004340,40274889,78c73026f6fc2faf088666146e7174baa384fe13,9633864.99,9633864.99,1,False,False,False,https://esi.evetech.net/v1/killmails/85935098/78c73026f6fc2faf088666146e7174baa384fe13/,99003581.0,2116471135.0,98538099,20577,21550413666.827103,4069649942.923393,2798915294852.669,40557,99007362.0,2113825350.0,98509938.0,20577,True,5.0,22456.0,2873.0,,,,
85935132,85935132,2020-07-27T07:58:27Z,30004340,40274889,82692d77bfba93a981d17fcee34cf6cab876552f,9633864.99,9633864.99,1,False,False,False,https://esi.evetech.net/v1/killmails/85935132/82692d77bfba93a981d17fcee34cf6cab876552f/,99003581.0,2116471135.0,98538099,22151,21550418856.201702,4069649930.4908257,2798915295945.373,40557,99007362.0,2113825350.0,98509938.0,22151,True,5.0,22456.0,2873.0,,,,
85934683,85934683,2020-07-27T07:02:53Z,30002601,40165901,e33a78771818b652c3966f57910283bfe6f774f1,528826.43,23542979.84,1,True,False,False,https://esi.evetech.net/v1/killmails/85934683/e33a78771818b652c3966f57910283bfe6f774f1/,99003838.0,2117171271.0,98625916,900,1874637609142.6152,-21221867346.484367,8166274508630.518,605,,,,900,True,0.0,33532.0,,500011.0,,,
85935099,85935099,2020-07-27T07:55:34Z,30004634,40293035,709be6c060f176baa967435fa2b559e42150c7ab,17061591.5,22574154.83,1,True,False,False,https://esi.evetech.net/v1/killmails/85935099/709be6c060f176baa967435fa2b559e42150c7ab/,99009163.0,2116698842.0,98547771,33037,1640099992869.5884,-126525088868.88373,426533213430.69055,626,,,,33037,True,0.0,24169.0,,500020.0,,,
85935127,85935127,2020-07-27T07:57:52Z,30004735,50010894,e04199ae3d7c6846642de98b115ebd01e061beaa,2558454.61,2558454.61,1,False,True,False,https://esi.evetech.net/v1/killmails/85935127/e04199ae3d7c6846642de98b115ebd01e061beaa/,99007362.0,2117223803.0,98632728,1979,-145827709938.46414,29540716653.059742,959229422797.9988,657,99009310.0,97046962.0,98642164.0,1979,True,5.0,12034.0,27359.0,,,,
85935122,85935122,2020-07-27T07:57:37Z,32000199,0,0469a5017ecc2ba4ccb5e2cf18c2cb46d386547a,24166831.88,53838923.37,13,False,False,False,https://esi.evetech.net/v1/killmails/85935122/0469a5017ecc2ba4ccb5e2cf18c2cb46d386547a/,,1369039881.0,98567606,9410,-14959316838616.488,-14959788696824.48,-14959788648110.072,621,99009764.0,2114248573.0,98583458.0,4388,True,3.5,628.0,27371.0,,,,
85935358,85935358,2020-07-27T08:19:32Z,30003109,40197484,58851291189a53b0da4191ae17d45967f50f7479,27004293.82,40144790.93,4,False,False,False,https://esi.evetech.net/v1/killmails/85935358/58851291189a53b0da4191ae17d45967f50f7479/,99007362.0,1778075767.0,98551677,5908,-3250825997568.2817,-377134418510.3456,-13913615692226.086,11377,498125261.0,96541111.0,98294509.0,2155,True,5.0,32878.0,27387.0,,,,
85935364,85935364,2020-07-27T08:20:41Z,30003109,40197484,01b660c4d05733746f013923ac79ac3d02d9446f,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935364/01b660c4d05733746f013923ac79ac3d02d9446f/,99007362.0,1778075767.0,98551677,458,-3250825997536.3823,-377134418478.4456,-13913615692194.186,670,498125261.0,96541111.0,98294509.0,458,True,5.0,32878.0,27387.0,,,,
85935385,85935385,2020-07-27T08:23:16Z,30003109,40197484,c0b9ae0509b989057b8a1c412af27be90db02c60,566884.14,823758.16,1,False,True,False,https://esi.evetech.net/v1/killmails/85935385/c0b9ae0509b989057b8a1c412af27be90db02c60/,1354830081.0,2112906491.0,244898283,1056,-3250825973272.451,-377134754125.5528,-13913615609423.938,608,498125261.0,90692369.0,1018389948.0,1056,True,5.0,11186.0,24475.0,,,,
85934318,85934318,2020-07-27T06:35:49Z,30004979,50003314,7b4a82e7178581ff7fa25cd10f744e3a62badda0,18561326.39,33150491.26,4,False,False,False,https://esi.evetech.net/v1/killmails/85934318/7b4a82e7178581ff7fa25cd10f744e3a62badda0/,,2117023625.0,98650511,4939,-2935496652997.904,-592063971087.1191,5774910617857.888,628,99003995.0,2116808204.0,98558879.0,2248,True,-10.0,17722.0,12346.0,,500001.0,,
85935395,85935395,2020-07-27T08:25:19Z,30003229,50008989,d34c9375630036e674c1955556927a77c63aab65,11228954.26,17596701.24,15,False,False,False,https://esi.evetech.net/v1/killmails/85935395/d34c9375630036e674c1955556927a77c63aab65/,99009902.0,2115936760.0,98000682,4843,-2346781782093.873,2477879495875.8164,-5191810133055.687,2006,99003581.0,2112533144.0,98614214.0,3616,True,5.0,17720.0,2913.0,,,,
85935380,85935380,2020-07-27T08:22:50Z,30003236,50009165,0e71adfe787ae22fd9ed335dedd11f0915d538e7,2627060.25,6586818.8,4,False,True,False,https://esi.evetech.net/v1/killmails/85935380/0e71adfe787ae22fd9ed335dedd11f0915d538e7/,99002003.0,2112782642.0,98424680,1312,380648200781.4959,69893773863.9686,-575327727990.2869,608,99009163.0,2115186880.0,98645589.0,1312,True,5.0,4310.0,9493.0,,,,
85934366,85934366,2020-07-27T06:39:28Z,30004979,50003313,e655c46f90fda73a2e7248fe943d145e930c68bb,2564034.75,11235488.41,1,False,False,False,https://esi.evetech.net/v1/killmails/85934366/e655c46f90fda73a2e7248fe943d145e930c68bb/,,2113760273.0,1000180,4696,-2935560810038.0547,-592073814141.1593,5774876236070.659,32876,99003995.0,2116808204.0,98558879.0,2389,True,-10.0,17722.0,12346.0,,500001.0,,
85935183,85935183,2020-07-27T08:04:31Z,30003839,40242946,e0647f686dfa786ccf41b4372301b739b1482739,201049.75,201049.75,1,False,True,False,https://esi.evetech.net/v1/killmails/85935183/e0647f686dfa786ccf41b4372301b739b1482739/,,2117178876.0,1000180,1151,1084344273081.5905,-240274626954.2292,-151840377636.99594,582,,2115034037.0,98537334.0,1151,True,-3.1,17841.0,2456.0,500004.0,500001.0,,
85935199,85935199,2020-07-27T08:05:59Z,30003839,40242946,c56f207cdf7e8c85fe9f58ee8bd7b0d8b24b5cc5,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935199/c56f207cdf7e8c85fe9f58ee8bd7b0d8b24b5cc5/,,2117178876.0,1000180,407,1084344273051.8904,-240274626924.5291,-151840377607.2959,670,,2115034037.0,98537334.0,407,True,-3.1,17841.0,7585.0,500004.0,500001.0,,
85935366,85935366,2020-07-27T08:21:10Z,30003109,40197484,3cb61d76ad23d0fe523de958bdd8fb019e114ebd,188217170.15,380302203.9,38,False,True,False,https://esi.evetech.net/v1/killmails/85935366/3cb61d76ad23d0fe523de958bdd8fb019e114ebd/,99003214.0,1420537604.0,98169165,6832,-3250826253621.07,-377134418616.2377,-13913615769263.035,33470,1354830081.0,93423293.0,98530579.0,6832,True,1.4,12038.0,27339.0,,,,
85935376,85935376,2020-07-27T08:22:09Z,30045317,40348243,db7150019520697818e1096215da434510e9804b,1565914.91,1883105.71,9,False,True,False,https://esi.evetech.net/v1/killmails/85935376/db7150019520697818e1096215da434510e9804b/,,2113497160.0,98634552,5528,-451062000056.5892,-32868917844.40341,997765939480.4314,32872,,1864784904.0,1000180.0,5528,True,0.8,11379.0,24471.0,500001.0,500004.0,,
85935362,85935362,2020-07-27T08:20:23Z,30004979,50003313,17c519ea64153c2fc294b3f61d38651faad5c389,16664332.86,26595247.29,6,False,True,False,https://esi.evetech.net/v1/killmails/85935362/17c519ea64153c2fc294b3f61d38651faad5c389/,99009465.0,2115105171.0,98610020,2417,-2935560804353.73,-592073825424.7823,5774876225446.418,17841,99001333.0,97143759.0,98647111.0,2417,True,-10.0,3756.0,6923.0,,,,
85935375,85935375,2020-07-27T08:22:09Z,30001845,40118096,6ac38cbab4a576c91088d22a775ba34a75966a13,281592019.41,328818045.41,4,False,False,False,https://esi.evetech.net/v1/killmails/85935375/6ac38cbab4a576c91088d22a775ba34a75966a13/,99003214.0,2112724905.0,98169165,22908,15837472481.827274,-1486563497.1679552,-149855072967.50424,11957,99007629.0,639746403.0,705851604.0,9134,True,5.0,3756.0,3138.0,,,,
85935403,85935403,2020-07-27T08:26:36Z,32000021,0,c1aa649b68dd968c3a2d64587fb404e0319afc3d,44138885.31,87704651.54,26,False,False,False,https://esi.evetech.net/v1/killmails/85935403/c1aa649b68dd968c3a2d64587fb404e0319afc3d/,,1291554962.0,98228523,21636,-14959395486783.305,-14959788687210.188,-14959788675622.652,628,,92447849.0,98567606.0,13923,True,-1.9,622.0,2913.0,,,,
85935331,85935331,2020-07-27T08:17:02Z,30003136,50009931,392d67da2e5348bebd4002b4d14db3e94122f765,210964095.03,249934578.19,1,False,False,False,https://esi.evetech.net/v1/killmails/85935331/392d67da2e5348bebd4002b4d14db3e94122f765/,99007629.0,2113665646.0,98621194,12977,113510541995.62434,2060796643.2174075,218477551275.95413,33818,498125261.0,1700284711.0,98420562.0,1317,True,-2.3,11176.0,27333.0,,,,
85935308,85935308,2020-07-27T08:15:00Z,30002537,40161466,d00c56499ba43a11c78dfa7b7710909ea30da085,22002348.72,29669167.17,8,False,True,False,https://esi.evetech.net/v1/killmails/85935308/d00c56499ba43a11c78dfa7b7710909ea30da085/,,2116795528.0,1000182,2252,-189927263767.61728,195974943793.22653,-215187476238.13434,37456,,91020178.0,1000179.0,2074,True,0.2,17841.0,3074.0,500003.0,500002.0,,
85935323,85935323,2020-07-27T08:16:26Z,30002537,40161466,f081ac0667bb0c8e37cf293f832240d7b5fb02e3,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935323/f081ac0667bb0c8e37cf293f832240d7b5fb02e3/,,2116795528.0,1000182,442,-189927263733.51727,195974943759.12653,-215187476272.2343,670,,91020178.0,1000179.0,442,True,0.2,17841.0,3074.0,500003.0,500002.0,,
85935341,85935341,2020-07-27T08:17:43Z,30003109,40197484,f0edafed0c4fa5fad296683e63349df64039dadc,31074256.36,37356337.2,13,False,True,False,https://esi.evetech.net/v1/killmails/85935341/f0edafed0c4fa5fad296683e63349df64039dadc/,498125261.0,1250567107.0,98420562,1327,-3250826266267.33,-377134411609.5936,-13913615754120.9,11186,1354830081.0,662504539.0,679900455.0,1327,True,1.5,12034.0,24519.0,,,,
85935404,85935404,2020-07-27T08:26:44Z,30003108,50008558,ec805c914864a01995145d870c1b5ed16d24e73a,32345918.17,64617000.86,16,False,True,False,https://esi.evetech.net/v1/killmails/85935404/ec805c914864a01995145d870c1b5ed16d24e73a/,1354830081.0,92353881.0,679900455,2896,-1330384964452.3376,-6723146051.602789,2110513222459.8013,12034,498125261.0,2060707607.0,98480565.0,2896,True,4.1,22456.0,2873.0,,,,
85935324,85935324,2020-07-27T08:16:28Z,30003109,40197484,ad948560fda687a70cea7e85b4786d024c66ed89,264564446.45,300363635.0,26,False,False,False,https://esi.evetech.net/v1/killmails/85935324/ad948560fda687a70cea7e85b4786d024c66ed89/,,92249423.0,1000006,5317,-3250826050470.6763,-377134333741.97815,-13913615631976.78,12005,498125261.0,96541111.0,98294509.0,2048,True,5.0,32878.0,27387.0,,,,
85935350,85935350,2020-07-27T08:18:42Z,30001290,40082106,cd1f4a82940648c8896d734325f58fb3f760ba38,17081.63,17081.64,1,True,False,False,https://esi.evetech.net/v1/killmails/85935350/cd1f4a82940648c8896d734325f58fb3f760ba38/,99003581.0,2116745975.0,98588384,535,672969548593.02,-304321657405.8769,372780564420.7329,672,,,,535,True,0.0,10131.0,,500001.0,,,
85935334,85935334,2020-07-27T08:17:18Z,30002788,50003087,f0c4d54531e54082c5508c81a80ac4c542fe952f,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935334/f0c4d54531e54082c5508c81a80ac4c542fe952f/,,2114328178.0,1000045,409,-201165746954.71585,-38174024469.468124,149584149863.60495,670,99002775.0,819004125.0,98140648.0,409,True,-10.0,16242.0,488.0,,,,
85935326,85935326,2020-07-27T08:16:40Z,30002354,50006747,f9d6b0fdb92228dd278f1c2249e8dfb461ed679b,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935326/f9d6b0fdb92228dd278f1c2249e8dfb461ed679b/,99007969.0,2114761160.0,98536418,439,-1910152759720.6045,142380200374.8941,-192704702172.742,670,99005338.0,681610300.0,98558506.0,439,True,0.2,47270.0,47919.0,,,,
85935330,85935330,2020-07-27T08:16:59Z,30003136,50009931,981daac446326edede4776c39427ac0917b081ea,34171897.43,43368203.22,4,False,True,False,https://esi.evetech.net/v1/killmails/85935330/981daac446326edede4776c39427ac0917b081ea/,498125261.0,2060707607.0,98480565,2968,113510541765.06407,2060797421.152695,218477551305.8887,11186,99007629.0,2113665646.0,98621194.0,2968,True,3.9,33818.0,27371.0,,,,
85935310,85935310,2020-07-27T08:15:19Z,30002982,50003130,28c65282f99179490b717962af5f7676e4dc3b03,36801063.25,188362689.75,1,True,False,False,https://esi.evetech.net/v1/killmails/85935310/28c65282f99179490b717962af5f7676e4dc3b03/,,2112014780.0,1000080,1662,-303435814900.8641,56231736280.88938,175694447854.20825,12038,,,,1662,True,0.0,1194.0,,500003.0,,,
85935266,85935266,2020-07-27T08:11:38Z,30003780,40239576,230044e2e9d4a28a9a70060e13ff4bf468d69290,17515069.98,22808635.4,23,False,True,False,https://esi.evetech.net/v1/killmails/85935266/230044e2e9d4a28a9a70060e13ff4bf468d69290/,,93242488.0,98584208,11835,-1646658842153.146,-151234793761.6638,-201637297364.4569,626,,2115637732.0,98641376.0,1343,True,-2.2,34562.0,2977.0,,,,
85935320,85935320,2020-07-27T08:16:15Z,30003067,40194938,01cab5dd9ee40c01131f697d468c0bc3ee3b41f6,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935320/01cab5dd9ee40c01131f697d468c0bc3ee3b41f6/,,2117202960.0,1000180,405,47181926024.300064,7986188004.271971,-92456805542.33116,670,99002584.0,886280785.0,98232099.0,405,True,-4.0,33816.0,27371.0,500002.0,500001.0,,
85935344,85935344,2020-07-27T08:18:06Z,30003067,40194944,358034ca52215f0db9452274dcea4ec0a7e45cd4,425077.03,543406.81,10,False,True,False,https://esi.evetech.net/v1/killmails/85935344/358034ca52215f0db9452274dcea4ec0a7e45cd4/,,2117266695.0,1000179,1462,270489353217.34586,157140911289.59448,-198727436041.94547,597,99002584.0,886280785.0,98232099.0,1462,True,-4.0,33816.0,27371.0,500002.0,500003.0,,
85935355,85935355,2020-07-27T08:19:15Z,30003067,40194944,229c1a76c837e7bbba6c75e46d6aeab870df7475,10000.0,10000.0,1,False,False,False,https://esi.evetech.net/v1/killmails/85935355/229c1a76c837e7bbba6c75e46d6aeab870df7475/,,2117266695.0,1000179,418,270489353179.94586,157140911252.1945,-198727436004.54544,670,99002584.0,886280785.0,98232099.0,418,True,-4.0,33816.0,27371.0,500002.0,500003.0,,
85935312,85935312,2020-07-27T08:15:33Z,30003046,60003535,a0c41c3f9a468c55322381b9dc3d67b85f24c732,3966.64,265776.4,1,False,False,False,https://esi.evetech.net/v1/killmails/85935312/a0c41c3f9a468c55322381b9dc3d67b85f24c732/,,2117220468.0,98605189,868,394702005292.2266,-62365061318.12944,-71033333356.64278,596,,2113358767.0,98595110.0,599,True,5.0,12032.0,27345.0,,,,
85935100,85935100,2020-07-27T07:55:42Z,30001363,50013875,1d4c3f9c1a910e18d491dfbde0d4ad7af710240a,236769136.89,276218125.58,9,False,False,False,https://esi.evetech.net/v1/killmails/85935100/1d4c3f9c1a910e18d491dfbde0d4ad7af710240a/,99001317.0,2117151856.0,98399496,17113,1826991233441.4744,-2393946325417.0605,-1338694687558.5596,12745,99005382.0,94099775.0,98057065.0,6727,True,5.0,17720.0,2897.0,,,672802.0,
85935409,85935409,2020-07-27T08:27:15Z,32000021,0,dd2d3cc727e996aab6e01e90b43a666f57f954d5,18668269.99,47878883.71,8,False,False,False,https://esi.evetech.net/v1/killmails/85935409/dd2d3cc727e996aab6e01e90b43a666f57f954d5/,495729389.0,1853603295.0,98608371,16028,-14959395483524.625,-14959788684058.127,-14959788680849.373,622,,968797740.0,98228523.0,11692,True,-0.4,628.0,21638.0,,,,
85935281,85935281,2020-07-27T08:12:36Z,30003797,40240577,2759cdeb7943d1432cf151ec93c7cfad878264c6,3377302.92,3965492.41,11,False,True,False,https://esi.evetech.net/v1/killmails/85935281/2759cdeb7943d1432cf151ec93c7cfad878264c6/,,2116422345.0,98649920,1798,653269408567.4557,340875026161.723,36824677598.03006,593,,2117155891.0,1000181.0,1798,True,-1.0,594.0,3178.0,500004.0,500001.0,,
